id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence
606,"Automotive, mobility and transport-related goods",Rubber tracks and track systems,Soucy Group,Soucy Track track systems and rubber tracks,"Rubber tracks and track conversion systems for ATVs, tractors and off-road machines",Company states it designs and manufactures its track systems and parts and has become one of the largest manufacturers in Quebec since 1967,Quebec (Drummondville area; city not stated on fetched page),Canadian-owned (Quebec family group),None stated on fetched official page,"Substitute for US-origin rubber tracks and track systems (e.g. Camso US lines, Mattracks); transportation and rubber/plastics bands (25%)",40.11,We design and manufacture our track systems as well as high-performance parts and accessories for the world's leading manufacturers of off-road products,https://www.soucy-group.com/en/about,https://www.soucy-group.com/en/units/soucy-rubber-tracks/manufacturing,2026-08-30,High
607,"Automotive, mobility and transport-related goods",Tires,Michelin Canada (Nova Scotia plants),"Michelin passenger, light truck and commercial truck tires; steel cord","Replacement and OE tires for cars, light trucks and commercial vehicles","Public broadcaster and company release document tire manufacturing at Michelin's three Nova Scotia plants, including 7,500 tires per day at Bridgewater","Bridgewater, Waterville and Granton, Nova Scotia","Foreign-owned subsidiary with Canadian manufacturing (Michelin, France)","Michelin North America's headquarters are in Greenville, South Carolina; product mix across plants varies","Substitute for US-made tires (Goodyear, Cooper); tires fall in the transportation/rubber band (25%)",40.11,"The factory, capable of producing 7,500 tires each day, serves as the cornerstone of Nova Scotia's manufacturing sector.",https://www.cbc.ca/news/canada/nova-scotia/michelin-tires-bridgewater-waterville-granton-exports-tariffs-1.7527606,https://www.michelin.ca/en/auto/michelin-announces-300-million-investment-in-nova-scotia-plants,2026-08-30,Medium
608,"Automotive, mobility and transport-related goods",Manual wheelchairs,Motion Composites,"APEX, Helio and Veloce carbon and aluminum wheelchairs",Ultralight manual wheelchairs for daily mobility,Company marks its wheelchairs 'Made in Canada' on its Canadian site,"Saint-Roch-de-l'Achigan, Quebec (not stated on fetched page)",Canadian-owned (Quebec manufacturer),None stated on fetched official page,"Substitute for US-made manual wheelchairs (e.g. Ki Mobility, Quickie/Sunrise US lines); mobility equipment in the transportation/machinery band (25%), aluminum content exposed to metals rate",87.13,Made in Canada,https://www.motioncomposites.com/en_ca,https://www.motioncomposites.com/en_ca/products,2026-08-30,Medium
609,"Automotive, mobility and transport-related goods",Tilt-in-space wheelchairs,PDG Mobility,"Fuze T50, Bentley and Eclipse tilt wheelchairs",Manual tilt-in-space wheelchairs for complex rehab and long-term care,Company catalogue states all PDG chairs are built in Canada,"Vancouver area, British Columbia (city not stated on fetched document)",Foreign-owned subsidiary with Canadian manufacturing (acquired by Permobil in September 2023),None stated on fetched document,Substitute for US-origin complex rehab wheelchairs; mobility equipment band (25%),87.13,All PDG chairs are built in Canada.,https://pdgmobility.com/documents/brochures/catalogue.pdf,https://www.permobil.com/media-center/press-releases-new/permobil-acquires-pdg-mobility-a-leading-provider-of-manual-tilt-wheelchairs,2026-08-30,High
610,"Automotive, mobility and transport-related goods",Rail rolling stock,Alstom Canada (La Pocatiere plant),AZUR metro cars and rail vehicle assemblies,Urban metro cars and rail vehicles for transit agencies,"Consortium press release states production and final assembly of the AZUR metro cars took place at the La Pocatiere, Quebec manufacturing facility","La Pocatiere, Quebec (bogies at Sorel-Tracy, Quebec)","Foreign-owned subsidiary with Canadian manufacturing (Alstom, France, which acquired Bombardier Transportation)",Reference sources state the AZUR trains have about 60% Canadian content,Substitute for US-built rail rolling stock; rail transport equipment in the transportation band (25%) with steel/aluminum content exposed to 50% metals rate,86.03,"Bombardier leads the project with responsibility for design and engineering at its St. Bruno, Québec, site, and production and final assembly at its La Pocatière manufacturing facility.",https://www.alstom.com/press-releases-news/2016/2/the-bombardier-alstom-consortium-and-the-stm-inaugurate-entry-into-service-of-montreals-azur-metro-cars,https://en.wikipedia.org/wiki/MPM-10,2026-08-30,High
611,"Automotive, mobility and transport-related goods",Aircraft,Diamond Aircraft Industries,"DA40 NG, DA42 and DA62 piston aircraft",Light piston aircraft for flight training and personal aviation,"Company states Diamond aircraft are produced in facilities in Wiener Neustadt, Austria and London, Ontario, Canada","London, Ontario","Foreign-owned subsidiary with Canadian manufacturing (Wanfeng Aviation, China)",Production is shared with Austrian and licensed third-party facilities,"Substitute for US-built light aircraft (Cessna, Piper); aircraft fall in the transportation band (25%)",88.02,"Diamond Aircraft are produced in state of the art facilities located in Wiener Neustadt, Austria and London, Ontario, Canada, as well as in third party license facilities to serve their respective markets.",https://www.diamondaircraft.com/en/about-diamond/why-diamond/locations/,,2026-08-30,High
612,"Automotive, mobility and transport-related goods",Aircraft,De Havilland Aircraft of Canada,"Dash 8-400, Twin Otter Classic 300-G, DHC-515 waterbomber","Regional turboprop airliners, utility aircraft and aerial firefighting aircraft",Company campaigns for investment in 'Canadian-made firefighting aircraft' and is building De Havilland Field in Alberta,"Calgary area (De Havilland Field, Wheatland County), Alberta","Canadian-owned (Longview Aviation Capital, Victoria BC)",Company page does not detail component sourcing,Substitute for US-built regional and utility aircraft; transportation band (25%),88.02,asking them to support a long-term investment in Canadian-made firefighting aircraft,https://dehavilland.com/,https://www.cbc.ca/news/canada/calgary/de-havilland-airplane-manufacturing-calgary-1.6589863,2026-08-30,Medium
613,"Automotive, mobility and transport-related goods",Helicopters,Bell Textron Canada,"Bell 429, Bell 407 and SUBARU Bell 412EPX helicopters","Light and medium commercial helicopters for EMS, utility and transport","Company release states its 6,000th helicopter was built in Canada at its Mirabel facility","Mirabel, Quebec",Foreign-owned subsidiary with Canadian manufacturing (a Textron Inc. company),None stated on fetched source page,Substitute for US-built helicopters; transportation band (25%),88.02,"Our 6,000th helicopter built in Canada demonstrates our commitment to manufacturing helicopters capable of performing the most critical missions",https://www.newswire.ca/news-releases/bell-textron-canada-celebrates-its-6-000th-helicopter-built-at-mirabel-facility-835294660.html,https://www.bellflight.com/global/canada,2026-08-30,High
614,"Automotive, mobility and transport-related goods",Aircraft engines,Pratt & Whitney Canada,"PT6A turboprops, PW100/PW150, PW300 and PW500 engines","Turboprop and turbofan engines for regional aircraft, business jets and helicopters",Aviation trade reporting states Longueuil is Pratt & Whitney Canada's principal manufacturing centre producing parts across its portfolio,"Longueuil, Quebec (with Halifax NS, Mississauga ON and Lethbridge AB sites)",Foreign-owned subsidiary with Canadian manufacturing (an RTX company),"Assembly and testing of some lines occurs in Mississauga, Ontario and Lethbridge, Alberta",Substitute for US-built aircraft engines and parts; transportation/machinery band (25%),84.11,Longueuil serves as Pratt & Whitney Canada's principal manufacturing center and produces parts used across the company's portfolio.,https://www.aerotime.aero/articles/pratt-whitney-canada-longueuil-investment,https://skiesmag.com/features/power-people-pratt-whitney-canada/,2026-08-30,Medium
615,Other tariff-relevant Canadian-made goods,Musical instruments,Sabian,"AA, AAX, HH, HHX and Paragon cymbals",Drum kit cymbals for live and studio music,"Trade press and public archives document that Sabian cymbals are made at the Meductic, New Brunswick plant","Meductic, New Brunswick",Canadian-based family business (led by Andy Zildjian; corporate ownership not stated),None stated on fetched source pages,"Substitute for US-made cymbals (Zildjian, Paiste US lines); musical instruments fall in Canada's consumer-goods counter-tariff band (25%), brass/bronze content exposed to metals measures",92.06,"Made in a small town in New Brunswick, SABIAN cymbals are loved by musicians across the globe.",https://atlanticbusinessmagazine.ca/web-exclusives/sabian-a-cymbal-of-innovation-for-40-years/,https://www.cbc.ca/archives/the-new-brunswick-cymbal-factory-that-was-a-crashing-success-1.5214015,2026-08-30,High
616,Other tariff-relevant Canadian-made goods,Musical instruments,Ayotte Drums,Ayotte custom maple drum kits and snare drums,Professional drum kits for stage and studio,"Reference source states the company uses locally grown eastern sugar maple for shells assembled in Bedford, Quebec","Bedford, Quebec",Ownership not verified (company acquired by Jean-Denis Beaudoin after 2012 bankruptcy),Some historical Ayotte-branded lines (Drumsmith) were mass-produced in Taiwan,"Substitute for US-made drum kits (DW, Ludwig); musical instruments in the consumer-goods band (25%)",92.06,"The company states that they use locally grown eastern sugar maple for their drum shells, which are assembled in Bedford, Quebec.",https://en.wikipedia.org/wiki/Ayotte_Drums,http://www.ayottedrums.com/factory.html,2026-08-30,Low
617,Other tariff-relevant Canadian-made goods,Wood and gas stoves,Osburn (Stove Builder International),"Osburn wood stoves, inserts and fireplaces",Home heating wood and pellet stoves and inserts,"Brand site states its stoves are 'Handmade in Quebec, Canada'",Canada (Quebec; city not stated on fetched page),"Canadian-owned (Stove Builder International, Quebec; ownership not stated on fetched page)",None stated on fetched official page,Substitute for US-made wood stoves; appliance band (25%) with steel content exposed to the 50% steel rate,73.21,"Handmade in Québec, Canada",https://osburnwoodstoves.com/,,2026-08-30,High
618,Other tariff-relevant Canadian-made goods,Wood stoves,Blaze King (Valley Comfort Systems),"Blaze King Princess, King and Ashford catalytic wood stoves",High-efficiency catalytic wood stoves for home heating,"Product manual states the stoves are manufactured by Valley Comfort Systems Inc. in Penticton, BC, and trade sources describe Blaze King as a Canadian manufacturer based in Penticton","Penticton, British Columbia","Canadian-owned (Valley Comfort Systems Inc., Penticton BC; ownership not stated)",None stated on fetched sources,"Substitute for US-made wood stoves (Lopi, Jotul US); appliance band (25%), steel content exposed to 50% steel rate",73.21,"Manufactured By Valley Comfort Systems Inc., 1290 Commercial Way, Penticton, BC, V2A 3H5, Canada",https://www.blazeking.com/wp-content/uploads/2018/11/OM-PE-E-Princess-Stove.pdf,https://coval.ca/en/blaze-king/,2026-08-30,High
619,Other tariff-relevant Canadian-made goods,Paint and coatings,BeautiTone (Home Hardware),BeautiTone interior and exterior paints and stains,Household paint for interior and exterior use,"Retailer states BeautiTone is Canada's top retail paint brand, proudly owned and made in Canada, based in south-western Ontario",South-western Ontario (city not stated),Canadian-owned ('proudly Canadian-owned and made'),None stated on fetched official page,"Substitute for US-made paint (Sherwin-Williams, Behr); chemicals/consumer band (25%)",32.09,"We are Canada's top retail paint brand, proudly owned and made in Canada.",https://www.homehardware.ca/en/landing/beautitone,,2026-08-30,High
620,Other tariff-relevant Canadian-made goods,Agricultural machinery,Versatile / Buhler Industries,Versatile 4WD and row-crop tractors; Farm King implements,"Farm tractors, augers, tillage and compact implements","Company states the Winnipeg plant on Clarence Avenue has built over 100,000 tractors and that Farm King products are manufactured in Morden, Manitoba","Winnipeg and Morden, Manitoba","Ownership not verified (Versatile is a division of Buhler Industries Inc., TSX: BUI)","Versatile also owns a sprayer manufacturing facility in Willmar, Minnesota","Substitute for US-built tractors and farm implements (John Deere, Case IH US plants); agricultural machinery band (25%) with steel content exposed to the 50% steel rate",87.01,"Since Versatile opened more than 50 years ago, the plant on Clarence Avenue in Winnipeg, Manitoba, Canada has built over 100,000 tractors.",https://www.buhlerindustries.com/pages/brands.php,https://www.versatile-ag.com/EU/pages/about.php,2026-08-30,High
621,Other tariff-relevant Canadian-made goods,Agricultural machinery,Honey Bee Manufacturing,Grain Belt draper headers and swather platforms,Combine and swather headers for grain harvesting,"Public broadcaster reports the company manufactures headers for combines and swathers at its 120,000 sq ft facility outside Frontier, Saskatchewan","Frontier, Saskatchewan",Canadian-owned ('The Honey family continues to own the privately held company'),None stated on fetched source page,"Substitute for US-built harvesting headers (MacDon US, John Deere); agricultural machinery band (25%), steel content exposed to 50% steel rate",84.33,"Honey Bee operates a 120,000 square-foot facility just on the outskirts of Frontier, which is located approximately 25 kilometers north of the U.S. border, where they manufacture headers for combines and swathers.",https://www.cbc.ca/news/canada/saskatchewan/ag-manufacturer-honey-bee-cuts-jobs-frontier-1.7532931,https://www.agdealer.com/manufacturer/honey-bee,2026-08-30,High
622,Other tariff-relevant Canadian-made goods,Agricultural machinery,Highline Manufacturing,"Bale Pro bale processors, Feed Chopper and rock pickers",Bale processing and livestock feeding equipment,"Company brochure states its equipment is designed and built in Saskatchewan, at its Vonda, SK site","Vonda, Saskatchewan","Canadian-owned (wholly-owned subsidiary of family-owned Bourgault Industries Ltd., St. Brieux SK)",None stated on fetched sources,"Substitute for US-built bale processors and feeding equipment; agricultural machinery band (25%), steel content exposed to 50% steel rate",84.36,Designed and built in Saskatchewan and available to you for profitable livestock farming.,https://www.waringadistribution.com.au/wp-content/uploads/2022/11/Highline_Bale-Processing-Brochure_WEB.pdf,https://www.canadianmetalworking.com/canadianfabricatingandwelding/article/fabricating/focused-on-efficiency,2026-08-30,High
623,Other tariff-relevant Canadian-made goods,Agricultural machinery,Bourgault Industries,"Air seeder carts, air hoe drills, air coulter drills and cultivators",Seeding and tillage equipment for grain farms,"Farm trade press documents Bourgault's manufacturing plants in St. Brieux, Saskatchewan, where its air seeding equipment is built","St. Brieux, Saskatchewan",Canadian-owned (family-owned Saskatchewan company),None stated on fetched source page,"Substitute for US-built seeding and tillage equipment (Great Plains, Case IH); agricultural machinery band (25%) with steel content exposed to the 50% steel rate",84.32,"“The best farm machinery on the planet” is built in a small rural centre, he said.",https://www.producer.com/news/bourgault-marks-20-years-with-new-plant/,https://www.waringadistribution.com.au/wp-content/uploads/2022/11/Highline_Bale-Processing-Brochure_WEB.pdf,2026-08-30,Medium
624,Other tariff-relevant Canadian-made goods,Agricultural machinery,Degelman Industries,"Degelman dozer blades, rock pickers, land rollers and Pro-Till discs","Land clearing, tillage and rock removal equipment for farms","Canadian manufacturing trade press documents that the company relocated manufacturing to Regina, Saskatchewan in 1966 and builds its equipment there","Regina, Saskatchewan",Canadian-owned ('one of the Degelman Industries Ltd. family owners'),None stated on fetched source pages,Substitute for US-built dozer blades and tillage equipment; agricultural machinery band (25%) with steel content exposed to the 50% steel rate,84.32,"So we moved to Regina in 1966. The 70- mile move relocated the manufacturing to a 10,000-sq.-ft. facility.",https://www.canadianmetalworking.com/canadianindustrialmachinery/article/madeincanada/strength-is-built-in,https://degelman.com/pub/.resources/brochures/all-products-brochure-72924-web.pdf,2026-08-30,Medium
625,Other tariff-relevant Canadian-made goods,Fertilizer and garden inputs,Gaia Green Organics,"Gaia Green Power Bloom, All Purpose and Glacial Rock Dust",Organic fertilizers and soil amendments for gardens,Company states its products have been manufactured in Canada for over three decades,"Grand Forks, British Columbia (not stated on fetched page)",Canadian-owned (Grand Forks BC company; ownership not stated on fetched page),Company states products are manufactured in Canada and the USA,Substitute for US-made organic fertilizers; fertilizer/consumer garden band (25%),31.05,"Growing with the healthy choice for over three decades manufactured in Canada, USA and now available in Europe.",https://www.gaiagreen.com/,,2026-08-30,Medium
626,Other tariff-relevant Canadian-made goods,Fertilizer and garden inputs,Acti-Sol,Acti-Sol natural hen manure fertilizers for lawn and garden,Organic granular fertilizers certified for organic farming,Quebec products program page states Acti-Sol products are 'Manufactured in Quebec' from local resources,"Notre-Dame-du-Bon-Conseil, Quebec",Canadian-owned ('innovative family enterprise'; Desilets family),None stated on fetched source page,"Substitute for US-made organic fertilizers (Espoma, Milorganite); fertilizer/garden band (25%)",31.01,Manufactured in Québec,https://lesproduitsduquebec.com/en/participating-companies/acti-sol-inc,https://acti-sol.ca/en/,2026-08-30,Medium
627,Other tariff-relevant Canadian-made goods,Candles and home fragrance,Vancouver Candle Co.,Hand-poured soy candles and reed diffusers,Scented home candles and diffusers,Company states its team of artisans handcrafts each candle and diffuser in Vancouver,"Vancouver, British Columbia",Canadian-owned (owned and led by Kathy Lee),None stated on fetched official page,Substitute for US-made candles and home fragrance (Yankee Candle); consumer goods band (25%),34.06,"Alongside her team of skilled artisans, she meticulously handcrafts each candle and diffuser in Vancouver.",https://www.vancouvercandleco.com/pages/about,,2026-08-30,High
628,Other tariff-relevant Canadian-made goods,Reusable kitchen goods,Abeego,Abeego beeswax food wraps,Reusable beeswax wraps replacing plastic wrap and bags,"Canadian-manufacturer directory states Abeego is manufactured in Victoria, BC and is Canadian owned","Victoria, British Columbia",Canadian-owned ('Canadian owned: Yes'; founded by Toni Desrosiers),Claim from Canadian-manufacturer directory rather than an explicit statement on the fetched company page,Substitute for US-made reusable food wraps (Bee's Wrap); household consumer band (25%),34.04,"Manufactured in: Victoria, BC",https://madeinca.ca/abeego/,https://abeego.com/pages/about,2026-08-30,Medium
629,"Cleaning, beauty and personal care",Soap and skincare,Purdy Natural,Purdy Natural artisanal bar soaps and skincare,"Natural bar soap, lotions, balms and bath products for daily personal care.","Purdy Natural states its artisanal soaps are made in-house at its London, Ontario shop (now on Wortley Road), and independent retail directories describe it as a female-owned wellness boutique that hand-crafts its soaps, lotions and bath products on site.","London, Ontario (156 Wortley Road)",Female-owned and operated small business,No ingredient-origin caveat stated on the fetched official page.,Replaces U.S.-origin bar soap and skincare preparations (heading 34.01 / 33.04).,34.01,Our gorgeous artisanal soaps are made in-house with only the best natural ingredients.,https://www.purdynatural.ca/,https://www.shoplocalcanada.ca/purdy-natural/,2026-08-30,Medium
630,"Beer, wine and spirits",Craft brewery,Big Rock Brewery,"Traditional Ale, Grasshopper wheat ale, Honey Brown Lager and Rock Creek ciders",Craft ales and lagers that replace imported U.S. craft beer brands.,"Big Rock's own management discussion and analysis states its primary brewing, packaging and warehousing facility is in Calgary, Alberta, and calls the company one of Canada's largest independently owned craft brewers.","Calgary, Alberta (primary brewery since 1996; additional facilities in Vancouver, BC and Etobicoke/Toronto, ON)",Canadian-headquartered independently owned craft brewer (TSX-listed at time of filing),,Replaces U.S.-origin beer subject to Canada's 25% counter-tariff on U.S. beer (heading 22.03).,22.03,"Today, Big Rock's primary brewing, packaging and warehousing facility is located in Calgary, Alberta and has been in operation since 1996.",https://bigrockbeer.com/wp-content/uploads/2021/07/Q1-2021-Management-Discussion-Analysis-V6-Clean.pdf,https://en.wikipedia.org/wiki/Big_Rock_Brewery,2026-08-30,High
631,"Beer, wine and spirits",Craft brewery,Unibroue,"Belgian-style ales including Blanche de Chambly, La Fin du Monde and Maudite",Strong Belgian-style bottled ales replacing imported U.S. or Belgian specialty beer.,"Unibroue's About page states its 'ultra-modern site in Chambly' produces its beers and that it has brewed there since 1992, making it the most-awarded brewery in Canada.","Chambly, Quebec","Brewed in Quebec but owned by Sleeman Breweries, a subsidiary of Japan's Sapporo","Foreign parent ownership (Sapporo/Sleeman); beer itself is brewed in Chambly, Quebec.",Replaces U.S.-origin beer subject to Canada's 25% counter-tariff on U.S. beer (heading 22.03).,22.03,Our ultra-modern site in Chambly produces beers with unique flavour profiles through ancestral wisdom inspired by Belgian traditions.,https://www.unibroue.com/en-ca/about-us,https://en.wikipedia.org/wiki/Unibroue,2026-08-30,High
632,"Beer, wine and spirits",Craft brewery,Collective Arts Brewing,"Ransack the Universe IPA, Life in the Clouds hazy IPA, plus ciders and RTDs",Art-label craft beer and hard seltzers replacing U.S. craft and RTD brands.,"Collective Arts describes itself on its own site as 'proudly and creatively Canadian, based in Hamilton, Ontario,' and lists its brewery and taproom at 207 Burlington St. East in Hamilton.","Hamilton, Ontario (207 Burlington St. East brewery/taproom)",Founded 2013 by Matt Johnston and Bob Russell,,Replaces U.S.-origin beer subject to Canada's 25% counter-tariff on U.S. beer (heading 22.03).,22.03,"Collective Arts is proudly and creatively Canadian, based in Hamilton, Ontario, and driven by one bold idea: creativity belongs everywhere.",https://collectiveartsbrewing.com/pages/join-the-collective-newsletter,https://ontariocraftbrewers.com/brewery-profile/collective-arts-brewing-ltd/,2026-08-30,High
633,"Beer, wine and spirits",Winery,Tawse Winery,"Organic and biodynamic VQA Chardonnay, Pinot Noir, Riesling and Cabernet Franc",Premium Ontario table wines replacing California and Washington bottles.,"Tawse's own fact sheet states the winery site is located in Vineland, Ontario at 3955 Cherry Avenue in the VQA Twenty Mile Bench appellation, with all estate vineyards farmed organically and biodynamically.","Vineland, Ontario (3955 Cherry Avenue, VQA Twenty Mile Bench, Niagara Escarpment)",Owned by founder Moray Tawse,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,Winery Site: Located in Vineland Ontario at 3955 Cherry Avenue. VQA Twenty Mile Bench,https://www.tawsewinery.ca/wp-content/uploads/2021/11/Fact-sheet.pdf,https://winecountryontario.ca/wineries/tawse-winery/,2026-08-30,High
634,"Beer, wine and spirits",Winery,Cave Spring Vineyard (Cave Spring Cellars),"Beamsville Bench Riesling, Chardonnay, Cabernet Franc and Riesling Icewine",Niagara cool-climate whites and icewine replacing U.S. wines.,"Cave Spring's About page describes the Pennachetti family planting some of Niagara's first Riesling and Chardonnay vines on the Beamsville Bench and lists its winery office in Jordan, Ontario, Canada; wine is grown and made at Cave Spring Vineyard on the Niagara Escarpment.","Jordan / Beamsville, Ontario (winery office 1B-3836 Main Street, Jordan; Cave Spring Vineyard, 4043 Cave Spring Road, Beamsville)",Founded and long operated by the Pennachetti family,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"Today, more than four decades after John and his sons took a chance and planted some of Niagara's first Riesling and Chardonnay vines on that plot of land, Cave Spring Vineyard serves as a constant reminder of the good things that can happen when we honour our past to forge a new future.",https://www.cavespring.ca/about,https://winecountryontario.ca/wineries/cave-spring-cellars/,2026-08-30,High
635,"Beer, wine and spirits",Winery,Quails' Gate Winery,"BC VQA Pinot Noir, Chardonnay, Chenin Blanc and Rosé",Okanagan estate wines replacing U.S. West Coast wines.,"Quails' Gate says on its own story page that it is a fourth-generation Okanagan farming family that farms 160 acres of vineyards and has been a leader in developing Canadian viticulture practices, producing premium BC VQA wines.","West Kelowna, British Columbia (3303 Boucherie Road)",Family owned and operated by the Stewart family since 1989,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,We farm 160 acres of vineyards and have been leaders in the development of Canadian viticulture practices.,https://www.quailsgate.com/our-story/,https://winebc.com/winery/quails-gate-winery/,2026-08-30,High
636,"Beer, wine and spirits",Winery,Nk'Mip Cellars,Qwam Qwmt and Winemaker's Series Okanagan VQA wines,"BC wines from North America's first Indigenous-owned winery, replacing imported U.S. wine.","Nk'Mip Cellars states on its About page that it is the first Indigenous-owned winery in North America and produces its award-winning wines at its Osoyoos, BC winery on Osoyoos Indian Band land.","Osoyoos, British Columbia (1400 Rancher Creek Road)",Indigenous-owned: a venture of the Osoyoos Indian Band (in partnership with Arterra Wines Canada),"Joint venture with Arterra Wines Canada (itself Canadian-based, owned by Ontario Teachers'/private equity).",Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"As the first Indigenous-owned winery in North America, we are inspired to express our culture in everything we do.",https://www.nkmipcellars.com/About-Us,https://www.theglobeandmail.com/life/native-winery-breaks-new-ground-in-the-okanagan/article18266451/,2026-08-30,High
637,"Beer, wine and spirits",Winery,Benjamin Bridge,"Nova 7, traditional-method sparkling wine and Tidal Bay whites",Sparkling and aromatic wines replacing U.S. sparkling wine and prosecco-style imports.,Benjamin Bridge's story page says it produces the highest quality wines from grapes farmed along the Bay of Fundy in Nova Scotia's Gaspereau Valley and calls itself Canada's premier sparkling wine house.,"Gaspereau Valley, Nova Scotia (near Wolfville, Annapolis Valley region)",Founded by Nova Scotians Gerry McConnell and the late Dara Gordon; Murphy Hospitality Group became an equal equity partner in 2025,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"Over two and a half decades, Benjamin Bridge has distinguished itself as Canada's premier sparkling wine house.",https://benjaminbridge.com/pages/our-story,https://winesofnovascotia.ca/portfolio/benjamin-bridge/,2026-08-30,High
638,"Beer, wine and spirits",Winery,Domaine de Grand Pré,"Nova Scotia estate wines including Tidal Bay, L'Acadie Blanc and Marechal Foch",Atlantic Canadian table wines replacing U.S. wine on the dinner table.,"Domaine de Grand Pré states it is family owned and operated and was 'built on love and passion for Nova Scotia and exceptional wine and food', operating Atlantic Canada's oldest farm winery in the Annapolis Valley.","Grand Pré, Nova Scotia (11611 Highway 1, Annapolis Valley)",Family owned and operated by the Stutz family,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"Family owned and operated, Domaine de Grand Pré winery was built on love and passion for Nova Scotia and exceptional wine and food.",https://grandprewines.com/pages/our-story,https://winesofnovascotia.ca/portfolio/domaine-de-grand-pre/,2026-08-30,High
639,"Beer, wine and spirits",Winery,Vignoble de l'Orpailleur,"Quebec white, red, rosé, ice wine and fortified wines",Quebec-grown table and dessert wines replacing U.S. wines.,"L'Orpailleur's history page states its mission is to offer 'authentically Quebec' wines of superior quality, grown at the Dunham property purchased in the early 1980s that became the Vignoble de l'Orpailleur.","Dunham, Quebec (1086 rue Bruce, Brome-Missisquoi, Eastern Townships)","Co-owned by its founding vignerons, including Charles-Henri de Coussergues, and now second-generation family members",,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"Notre mission est d'offrir des vins authentiquement québécois, de qualité supérieure, qui répondent aux plus hauts standards en vitiviniculture.",https://orpailleur.ca/pages/histoire,https://terroiretsaveurs.com/repertoire/vignoble-de-lorpailleur/,2026-08-30,High
640,"Beer, wine and spirits",Whisky distillery,J.P. Wiser's (Hiram Walker & Sons Distillery),"J.P. Wiser's Deluxe, Special Blend and aged Canadian whiskies",Everyday Canadian rye whisky replacing American bourbon and Tennessee whiskey.,"J.P. Wiser's official site states the Hiram Walker & Sons Distillery in Windsor, Ontario is 'the home of Canadian whisky' and that this historic facility produces some of the best whiskies in Canada, with the brand marked 'Wisely crafted in Windsor, Ontario'.","Windsor, Ontario (Hiram Walker & Sons Distillery, 2072 Riverside Drive East)","Distilled in Canada; brand marketed by Corby Spirit and Wine, majority-owned by France's Pernod Ricard","Foreign parent ownership (Pernod Ricard/Corby); whisky is distilled, aged and bottled in Windsor, Ontario.","Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"The Hiram Walker & Sons Distillery in Windsor, Ontario is the home of Canadian whisky and one of North America's largest distilleries.",https://www.jpwisers.com/en-us/about-us/our-story/,https://en.wikipedia.org/wiki/J.P._Wiser's_Whisky,2026-08-30,High
641,"Beer, wine and spirits",Whisky distillery,Alberta Premium (Alberta Distillers),"Alberta Premium 100% rye whisky, Alberta Springs, Alberta Pure vodka",100% rye Canadian whisky replacing U.S. rye and bourbon.,"Alberta Distillers' brand page states Alberta Premium 'is a proudly Canadian whisky, crafted in Calgary since 1958 using 100% rye grain and pure Rocky Mountain water'.","Calgary, Alberta (Alberta Distillers Ltd.)",Distilled in Calgary; parent company is Suntory Global Spirits (Japan),Foreign parent ownership (Suntory); grain is locally sourced Alberta rye.,"Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"Alberta Premium is a proudly Canadian whisky, crafted in Calgary since 1958 using 100% rye grain and pure Rocky Mountain water.",https://www.albertadistillers.com/our-brands,https://en.wikipedia.org/wiki/Alberta_Premium,2026-08-30,High
642,"Beer, wine and spirits",Whisky distillery,Shelter Point Distillery,"Shelter Point Classic Single Malt, Artisanal Single Malt and Cask Strength whiskies",Farm-to-flask single malt whisky replacing imported American whiskey.,"Shelter Point's About page says the distillery, built in 2011, is located on the coast in northern Vancouver Island and distils and matures whisky on site, with the team working to elevate Vancouver Island as a premium single malt region; the company describes its whisky as a '100% Canadian take on single malt'.","Campbell River, British Columbia (4692 Regent Road, Oyster River / Vancouver Island)",Farm-based distillery on a coastal Vancouver Island estate growing its own barley,"Some casks (ex-bourbon, sherry) and equipment are imported.","Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"Located on the coast in northern Vancouver Island, the distillery has become a destination not only just for fine whisky but also for the spectacular setting and onsite experience.",https://shelterpoint.ca/about-us/,https://www.whisky.com/whisky-database/distilleries/details/shelter-point.html,2026-08-30,High
