id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence,sector_fr,category_fr,product_or_line_fr,common_use_fr,made_in_canada_claim_fr,manufacturing_location_fr,ownership_note_fr,origin_caveat_fr,tariff_relevance_fr
623,Other tariff-relevant Canadian-made goods,Agricultural machinery,Bourgault Industries,"Air seeder carts, air hoe drills, air coulter drills and cultivators",Seeding and tillage equipment for grain farms,"Farm trade press documents Bourgault's manufacturing plants in St. Brieux, Saskatchewan, where its air seeding equipment is built","St. Brieux, Saskatchewan",Canadian-owned (family-owned Saskatchewan company),None stated on fetched source page,"Substitute for US-built seeding and tillage equipment (Great Plains, Case IH); agricultural machinery band (25%) with steel content exposed to the 50% steel rate",84.32,"“The best farm machinery on the planet” is built in a small rural centre, he said.",https://www.producer.com/news/bourgault-marks-20-years-with-new-plant/,https://www.waringadistribution.com.au/wp-content/uploads/2022/11/Highline_Bale-Processing-Brochure_WEB.pdf,2026-08-30,Medium,Autres produits fabriqués au Canada visés par les tarifs,Machinerie agricole,"Chariots de semoirs pneumatiques, semoirs pneumatiques à dents et à disques et cultivateurs",Équipement de semis et de travail du sol pour les fermes céréalières,"La presse agricole spécialisée documente les usines de Bourgault à St. Brieux, en Saskatchewan, où son équipement de semis pneumatique est fabriqué","St. Brieux, Saskatchewan",Propriété canadienne (entreprise familiale de la Saskatchewan),Aucune précision sur la page source consultée,"Substitut à l’équipement de semis et de travail du sol construit aux États-Unis (Great Plains, Case IH); tranche de 25 % visant la machinerie agricole, le contenu d’acier étant exposé au taux de 50 % sur l’acier"
624,Other tariff-relevant Canadian-made goods,Agricultural machinery,Degelman Industries,"Degelman dozer blades, rock pickers, land rollers and Pro-Till discs","Land clearing, tillage and rock removal equipment for farms","Canadian manufacturing trade press documents that the company relocated manufacturing to Regina, Saskatchewan in 1966 and builds its equipment there","Regina, Saskatchewan",Canadian-owned ('one of the Degelman Industries Ltd. family owners'),None stated on fetched source pages,Substitute for US-built dozer blades and tillage equipment; agricultural machinery band (25%) with steel content exposed to the 50% steel rate,84.32,"So we moved to Regina in 1966. The 70- mile move relocated the manufacturing to a 10,000-sq.-ft. facility.",https://www.canadianmetalworking.com/canadianindustrialmachinery/article/madeincanada/strength-is-built-in,https://degelman.com/pub/.resources/brochures/all-products-brochure-72924-web.pdf,2026-08-30,Medium,Autres produits fabriqués au Canada visés par les tarifs,Machinerie agricole,"Lames de bouteur, ramasseurs de pierres, rouleaux et disques Pro-Till Degelman","Équipement de défrichage, de travail du sol et de ramassage des pierres pour les fermes","La presse manufacturière canadienne documente que l’entreprise a déménagé sa fabrication à Regina, en Saskatchewan, en 1966 et qu’elle y fabrique son équipement","Regina, Saskatchewan",Propriété canadienne (« l’un des propriétaires de la famille Degelman Industries Ltd. »),Aucune précision sur les pages sources consultées,"Substitut aux lames de bouteur et à l’équipement de travail du sol construits aux États-Unis; tranche de 25 % visant la machinerie agricole, le contenu d’acier étant exposé au taux de 50 % sur l’acier"
625,Other tariff-relevant Canadian-made goods,Fertilizer and garden inputs,Gaia Green Organics,"Gaia Green Power Bloom, All Purpose and Glacial Rock Dust",Organic fertilizers and soil amendments for gardens,Company states its products have been manufactured in Canada for over three decades,"Grand Forks, British Columbia (not stated on fetched page)",Canadian-owned (Grand Forks BC company; ownership not stated on fetched page),Company states products are manufactured in Canada and the USA,Substitute for US-made organic fertilizers; fertilizer/consumer garden band (25%),31.05,"Growing with the healthy choice for over three decades manufactured in Canada, USA and now available in Europe.",https://www.gaiagreen.com/,,2026-08-30,Medium,Autres produits fabriqués au Canada visés par les tarifs,Engrais et intrants de jardin,"Gaia Green Power Bloom, tout usage et poussière de roche glaciaire",Engrais biologiques et amendements de sol pour les jardins,L’entreprise affirme que ses produits sont fabriqués au Canada depuis plus de trois décennies,"Grand Forks, Colombie-Britannique (non précisé sur la page consultée)","Propriété canadienne (entreprise de Grand Forks, en Colombie-Britannique; propriété non précisée sur la page consultée)",L’entreprise indique que ses produits sont fabriqués au Canada et aux États-Unis,Substitut aux engrais biologiques fabriqués aux États-Unis; tranche de 25 % visant les engrais et les produits de jardin de consommation
626,Other tariff-relevant Canadian-made goods,Fertilizer and garden inputs,Acti-Sol,Acti-Sol natural hen manure fertilizers for lawn and garden,Organic granular fertilizers certified for organic farming,Quebec products program page states Acti-Sol products are 'Manufactured in Quebec' from local resources,"Notre-Dame-du-Bon-Conseil, Quebec",Canadian-owned ('innovative family enterprise'; Desilets family),None stated on fetched source page,"Substitute for US-made organic fertilizers (Espoma, Milorganite); fertilizer/garden band (25%)",31.01,Manufactured in Québec,https://lesproduitsduquebec.com/en/participating-companies/acti-sol-inc,https://acti-sol.ca/en/,2026-08-30,Medium,Autres produits fabriqués au Canada visés par les tarifs,Engrais et intrants de jardin,Engrais naturels à base de fumier de poule Acti-Sol pour la pelouse et le jardin,Engrais granulaires biologiques certifiés pour l’agriculture biologique,La page d’un programme de produits québécois indique que les produits Acti-Sol sont « fabriqués au Québec » à partir de ressources locales,"Notre-Dame-du-Bon-Conseil, Québec",Propriété canadienne (« entreprise familiale innovante »; famille Désilets),Aucune précision sur la page source consultée,"Substitut aux engrais biologiques fabriqués aux États-Unis (Espoma, Milorganite); tranche de 25 % visant les engrais et les produits de jardin"
627,Other tariff-relevant Canadian-made goods,Candles and home fragrance,Vancouver Candle Co.,Hand-poured soy candles and reed diffusers,Scented home candles and diffusers,Company states its team of artisans handcrafts each candle and diffuser in Vancouver,"Vancouver, British Columbia",Canadian-owned (owned and led by Kathy Lee),None stated on fetched official page,Substitute for US-made candles and home fragrance (Yankee Candle); consumer goods band (25%),34.06,"Alongside her team of skilled artisans, she meticulously handcrafts each candle and diffuser in Vancouver.",https://www.vancouvercandleco.com/pages/about,,2026-08-30,High,Autres produits fabriqués au Canada visés par les tarifs,Chandelles et parfums d’ambiance,Chandelles de soja coulées à la main et diffuseurs à roseaux,Chandelles parfumées et diffuseurs pour la maison,L’entreprise affirme que son équipe d’artisans fabrique à la main chaque chandelle et chaque diffuseur à Vancouver,"Vancouver, Colombie-Britannique",Propriété canadienne (détenue et dirigée par Kathy Lee),Aucune précision sur la page officielle consultée,Substitut aux chandelles et parfums d’ambiance fabriqués aux États-Unis (Yankee Candle); tranche de 25 % visant les biens de consommation
628,Other tariff-relevant Canadian-made goods,Reusable kitchen goods,Abeego,Abeego beeswax food wraps,Reusable beeswax wraps replacing plastic wrap and bags,"Canadian-manufacturer directory states Abeego is manufactured in Victoria, BC and is Canadian owned","Victoria, British Columbia",Canadian-owned ('Canadian owned: Yes'; founded by Toni Desrosiers),Claim from Canadian-manufacturer directory rather than an explicit statement on the fetched company page,Substitute for US-made reusable food wraps (Bee's Wrap); household consumer band (25%),34.04,"Manufactured in: Victoria, BC",https://madeinca.ca/abeego/,https://abeego.com/pages/about,2026-08-30,Medium,Autres produits fabriqués au Canada visés par les tarifs,Articles de cuisine réutilisables,Emballages alimentaires à la cire d’abeille Abeego,Emballages réutilisables à la cire d’abeille remplaçant la pellicule et les sacs de plastique,"Un répertoire de fabricants canadiens indique qu’Abeego est fabriqué à Victoria, en Colombie-Britannique, et de propriété canadienne","Victoria, Colombie-Britannique",Propriété canadienne (« propriété canadienne : oui »; fondée par Toni Desrosiers),L’affirmation provient d’un répertoire de fabricants canadiens plutôt que d’un énoncé explicite sur la page de l’entreprise consultée,Substitut aux emballages alimentaires réutilisables fabriqués aux États-Unis (Bee’s Wrap); tranche de 25 % visant les biens de consommation ménagers
629,"Cleaning, beauty and personal care",Soap and skincare,Purdy Natural,Purdy Natural artisanal bar soaps and skincare,"Natural bar soap, lotions, balms and bath products for daily personal care.","Purdy Natural states its artisanal soaps are made in-house at its London, Ontario shop (now on Wortley Road), and independent retail directories describe it as a female-owned wellness boutique that hand-crafts its soaps, lotions and bath products on site.","London, Ontario (156 Wortley Road)",Female-owned and operated small business,No ingredient-origin caveat stated on the fetched official page.,Replaces U.S.-origin bar soap and skincare preparations (heading 34.01 / 33.04).,34.01,Our gorgeous artisanal soaps are made in-house with only the best natural ingredients.,https://www.purdynatural.ca/,https://www.shoplocalcanada.ca/purdy-natural/,2026-08-30,Medium,"Entretien ménager, beauté et soins personnels",Savon et soins de la peau,Savons artisanaux et soins de la peau Purdy Natural,"Savon en pain naturel, lotions, baumes et produits de bain pour les soins personnels quotidiens.","Purdy Natural affirme que ses savons artisanaux sont fabriqués sur place, dans sa boutique de London, en Ontario (maintenant située chemin Wortley); des répertoires commerciaux indépendants la décrivent comme une entreprise de bien-être appartenant à une femme, qui fabrique elle-même ses savons, lotions et produits de bain.","London, Ontario (156, chemin Wortley)",Petite entreprise détenue et exploitée par une femme,Aucune précision sur l’origine des ingrédients sur la page officielle consultée.,Remplace le savon en pain et les préparations de soins de la peau d’origine américaine (rubriques SH 34.01 / 33.04).
630,"Beer, wine and spirits",Craft brewery,Big Rock Brewery,"Traditional Ale, Grasshopper wheat ale, Honey Brown Lager and Rock Creek ciders",Craft ales and lagers that replace imported U.S. craft beer brands.,"Big Rock's own management discussion and analysis states its primary brewing, packaging and warehousing facility is in Calgary, Alberta, and calls the company one of Canada's largest independently owned craft brewers.","Calgary, Alberta (primary brewery since 1996; additional facilities in Vancouver, BC and Etobicoke/Toronto, ON)",Canadian-headquartered independently owned craft brewer (TSX-listed at time of filing),,Replaces U.S.-origin beer subject to Canada's 25% counter-tariff on U.S. beer (heading 22.03).,22.03,"Today, Big Rock's primary brewing, packaging and warehousing facility is located in Calgary, Alberta and has been in operation since 1996.",https://bigrockbeer.com/wp-content/uploads/2021/07/Q1-2021-Management-Discussion-Analysis-V6-Clean.pdf,https://en.wikipedia.org/wiki/Big_Rock_Brewery,2026-08-30,High,"Bière, vin et spiritueux",Brasserie artisanale,"Traditional Ale, Grasshopper wheat ale, Honey Brown Lager et cidres Rock Creek",Bières artisanales de type ale et lager qui remplacent les marques américaines de bière artisanale importées.,"Dans son propre rapport de gestion, Big Rock indique que son principal établissement de brassage, d’emballage et d’entreposage se trouve à Calgary, Alberta, et présente l’entreprise comme l’un des plus grands brasseurs artisanaux indépendants du Canada.","Calgary, Alberta (brasserie principale depuis 1996; installations supplémentaires à Vancouver, BC et à Etobicoke/Toronto, ON)",Brasseur artisanal canadien indépendant dont le siège social est au Canada (société inscrite à la TSX au moment du dépôt du document),,Remplace les bières d’origine américaine assujetties au contre-tarif de 25 % imposé par le Canada sur la bière américaine (position 22.03).
631,"Beer, wine and spirits",Craft brewery,Unibroue,"Belgian-style ales including Blanche de Chambly, La Fin du Monde and Maudite",Strong Belgian-style bottled ales replacing imported U.S. or Belgian specialty beer.,"Unibroue's About page states its 'ultra-modern site in Chambly' produces its beers and that it has brewed there since 1992, making it the most-awarded brewery in Canada.","Chambly, Quebec","Brewed in Quebec but owned by Sleeman Breweries, a subsidiary of Japan's Sapporo","Foreign parent ownership (Sapporo/Sleeman); beer itself is brewed in Chambly, Quebec.",Replaces U.S.-origin beer subject to Canada's 25% counter-tariff on U.S. beer (heading 22.03).,22.03,Our ultra-modern site in Chambly produces beers with unique flavour profiles through ancestral wisdom inspired by Belgian traditions.,https://www.unibroue.com/en-ca/about-us,https://en.wikipedia.org/wiki/Unibroue,2026-08-30,High,"Bière, vin et spiritueux",Brasserie artisanale,"Bières de style belge, notamment Blanche de Chambly, La Fin du Monde et Maudite",Bières fortes embouteillées de style belge qui remplacent des bières de spécialité importées des États-Unis ou de Belgique.,"La page « À propos » de Unibroue indique que son « site ultramoderne de Chambly » produit ses bières et qu’elle y brasse ses bières depuis 1992, ce qui en fait la brasserie la plus primée au Canada.","Chambly, Québec","Brassées au Québec, mais appartenant à Sleeman Breweries, une filiale de Sapporo, au Japon.","La société mère est étrangère (Sapporo/Sleeman); la bière elle-même est brassée à Chambly, au Québec.",Remplace des bières d’origine américaine assujetties à la surtaxe canadienne de 25 % sur les bières américaines (position 22.03).
632,"Beer, wine and spirits",Craft brewery,Collective Arts Brewing,"Ransack the Universe IPA, Life in the Clouds hazy IPA, plus ciders and RTDs",Art-label craft beer and hard seltzers replacing U.S. craft and RTD brands.,"Collective Arts describes itself on its own site as 'proudly and creatively Canadian, based in Hamilton, Ontario,' and lists its brewery and taproom at 207 Burlington St. East in Hamilton.","Hamilton, Ontario (207 Burlington St. East brewery/taproom)",Founded 2013 by Matt Johnston and Bob Russell,,Replaces U.S.-origin beer subject to Canada's 25% counter-tariff on U.S. beer (heading 22.03).,22.03,"Collective Arts is proudly and creatively Canadian, based in Hamilton, Ontario, and driven by one bold idea: creativity belongs everywhere.",https://collectiveartsbrewing.com/pages/join-the-collective-newsletter,https://ontariocraftbrewers.com/brewery-profile/collective-arts-brewing-ltd/,2026-08-30,High,"Bière, vin et spiritueux",Brasserie artisanale,"Ransack the Universe IPA, Life in the Clouds hazy IPA, ainsi que des cidres et des boissons alcoolisées prêtes à boire",Bières artisanales et seltzers alcoolisés aux étiquettes artistiques qui remplacent les marques américaines de bière artisanale et de boissons prêtes à boire,"Collective Arts se décrit sur son propre site comme étant « fièrement et créativement canadienne, établie à Hamilton, en Ontario », et indique que sa brasserie et sa salle de dégustation se trouvent au 207 Burlington St. East, à Hamilton.","Hamilton, Ontario (brasserie et salle de dégustation au 207 Burlington St. East)",Fondée en 2013 par Matt Johnston et Bob Russell,,Remplace la bière d’origine américaine assujettie au contre-tarif de 25 % imposé par le Canada sur la bière américaine (position 22.03).
633,"Beer, wine and spirits",Winery,Tawse Winery,"Organic and biodynamic VQA Chardonnay, Pinot Noir, Riesling and Cabernet Franc",Premium Ontario table wines replacing California and Washington bottles.,"Tawse's own fact sheet states the winery site is located in Vineland, Ontario at 3955 Cherry Avenue in the VQA Twenty Mile Bench appellation, with all estate vineyards farmed organically and biodynamically.","Vineland, Ontario (3955 Cherry Avenue, VQA Twenty Mile Bench, Niagara Escarpment)",Owned by founder Moray Tawse,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,Winery Site: Located in Vineland Ontario at 3955 Cherry Avenue. VQA Twenty Mile Bench,https://www.tawsewinery.ca/wp-content/uploads/2021/11/Fact-sheet.pdf,https://winecountryontario.ca/wineries/tawse-winery/,2026-08-30,High,"Bière, vin et spiritueux",Établissement vinicole,"Vins VQA biologiques et biodynamiques : Chardonnay, Pinot Noir, Riesling et Cabernet Franc",Vins de table ontariens haut de gamme qui remplacent les bouteilles de Californie et de l’État de Washington.,"La fiche d’information de Tawse indique que le site de l’établissement vinicole est situé à Vineland, en Ontario, au 3955 Cherry Avenue, dans l’appellation VQA Twenty Mile Bench, et que tous les vignobles du domaine sont cultivés selon des méthodes biologiques et biodynamiques.","Vineland, Ontario (3955 Cherry Avenue, VQA Twenty Mile Bench, Niagara Escarpment)","Propriété de son fondateur, Moray Tawse",,Remplace le vin d’origine américaine assujetti au contre-tarif de 25 % imposé par le Canada sur le vin américain (position 22.04).
634,"Beer, wine and spirits",Winery,Cave Spring Vineyard (Cave Spring Cellars),"Beamsville Bench Riesling, Chardonnay, Cabernet Franc and Riesling Icewine",Niagara cool-climate whites and icewine replacing U.S. wines.,"Cave Spring's About page describes the Pennachetti family planting some of Niagara's first Riesling and Chardonnay vines on the Beamsville Bench and lists its winery office in Jordan, Ontario, Canada; wine is grown and made at Cave Spring Vineyard on the Niagara Escarpment.","Jordan / Beamsville, Ontario (winery office 1B-3836 Main Street, Jordan; Cave Spring Vineyard, 4043 Cave Spring Road, Beamsville)",Founded and long operated by the Pennachetti family,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"Today, more than four decades after John and his sons took a chance and planted some of Niagara's first Riesling and Chardonnay vines on that plot of land, Cave Spring Vineyard serves as a constant reminder of the good things that can happen when we honour our past to forge a new future.",https://www.cavespring.ca/about,https://winecountryontario.ca/wineries/cave-spring-cellars/,2026-08-30,High,"Bière, vin et spiritueux",Établissement vinicole,"Beamsville Bench Riesling, Chardonnay, Cabernet Franc et Riesling Icewine",Vins blancs et vins de glace de climat frais de Niagara remplaçant les vins américains.,"La page À propos de Cave Spring indique que la famille Pennachetti a planté certaines des premières vignes de Riesling et de Chardonnay de la région de Niagara, et elle donne l’adresse du bureau de l’établissement vinicole à Jordan, en Ontario, au Canada. Les raisins sont cultivés et le vin est élaboré à Cave Spring Vineyard, sur l’escarpement du Niagara.","Jordan / Beamsville, Ontario (bureau de l’établissement vinicole : 1B-3836 Main Street, Jordan; Cave Spring Vineyard : 4043 Cave Spring Road, Beamsville)","Fondé par la famille Pennachetti, qui l’exploite depuis longtemps.",,Remplace les vins originaires des États-Unis assujettis au contre-tarif de 25 % du Canada sur les vins américains (position 22.04).
635,"Beer, wine and spirits",Winery,Quails' Gate Winery,"BC VQA Pinot Noir, Chardonnay, Chenin Blanc and Rosé",Okanagan estate wines replacing U.S. West Coast wines.,"Quails' Gate says on its own story page that it is a fourth-generation Okanagan farming family that farms 160 acres of vineyards and has been a leader in developing Canadian viticulture practices, producing premium BC VQA wines.","West Kelowna, British Columbia (3303 Boucherie Road)",Family owned and operated by the Stewart family since 1989,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,We farm 160 acres of vineyards and have been leaders in the development of Canadian viticulture practices.,https://www.quailsgate.com/our-story/,https://winebc.com/winery/quails-gate-winery/,2026-08-30,High,"Bière, vin et spiritueux",Vignoble,"Pinot noir, Chardonnay, Chenin blanc et rosé BC VQA",Vins issus du domaine de l’Okanagan qui remplacent les vins de la côte Ouest des États-Unis.,"Quails' Gate indique sur sa page consacrée à son histoire qu’il s’agit d’une famille d’agriculteurs de l’Okanagan depuis quatre générations, qui cultive 160 acres de vignobles et joue un rôle de premier plan dans l’élaboration de pratiques viticoles canadiennes, en produisant des vins BC VQA haut de gamme.","West Kelowna, British Columbia (3303 Boucherie Road)",Entreprise familiale détenue et exploitée par la famille Stewart depuis 1989,,Remplace les vins d’origine américaine assujettis au contre-tarif de 25 % imposé par le Canada sur les vins américains (position 22.04).
636,"Beer, wine and spirits",Winery,Nk'Mip Cellars,Qwam Qwmt and Winemaker's Series Okanagan VQA wines,"BC wines from North America's first Indigenous-owned winery, replacing imported U.S. wine.","Nk'Mip Cellars states on its About page that it is the first Indigenous-owned winery in North America and produces its award-winning wines at its Osoyoos, BC winery on Osoyoos Indian Band land.","Osoyoos, British Columbia (1400 Rancher Creek Road)",Indigenous-owned: a venture of the Osoyoos Indian Band (in partnership with Arterra Wines Canada),"Joint venture with Arterra Wines Canada (itself Canadian-based, owned by Ontario Teachers'/private equity).",Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"As the first Indigenous-owned winery in North America, we are inspired to express our culture in everything we do.",https://www.nkmipcellars.com/About-Us,https://www.theglobeandmail.com/life/native-winery-breaks-new-ground-in-the-okanagan/article18266451/,2026-08-30,High,"Bière, vin et spiritueux",Vignoble,Vins VQA de l’Okanagan des gammes Qwam Qwmt et Winemaker's Series,"Vins de la Colombie-Britannique provenant du premier établissement vinicole appartenant à des Autochtones en Amérique du Nord, en remplacement de vins importés des États-Unis.","Nk'Mip Cellars indique sur sa page À propos qu’il s’agit du premier établissement vinicole appartenant à des Autochtones en Amérique du Nord et qu’il produit ses vins primés dans son établissement vinicole d’Osoyoos, en Colombie-Britannique, sur les terres de la Osoyoos Indian Band.","Osoyoos, Colombie-Britannique (1400 Rancher Creek Road)","Entreprise appartenant à des Autochtones : une coentreprise de la Osoyoos Indian Band, en partenariat avec Arterra Wines Canada.","Coentreprise avec Arterra Wines Canada, une société établie au Canada qui appartient au Régime de retraite des enseignantes et des enseignants de l’Ontario et à des sociétés de capital-investissement.",Remplace des vins d’origine américaine assujettis au contre-tarif de 25 % imposé par le Canada sur les vins américains (position 22.04).
637,"Beer, wine and spirits",Winery,Benjamin Bridge,"Nova 7, traditional-method sparkling wine and Tidal Bay whites",Sparkling and aromatic wines replacing U.S. sparkling wine and prosecco-style imports.,Benjamin Bridge's story page says it produces the highest quality wines from grapes farmed along the Bay of Fundy in Nova Scotia's Gaspereau Valley and calls itself Canada's premier sparkling wine house.,"Gaspereau Valley, Nova Scotia (near Wolfville, Annapolis Valley region)",Founded by Nova Scotians Gerry McConnell and the late Dara Gordon; Murphy Hospitality Group became an equal equity partner in 2025,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"Over two and a half decades, Benjamin Bridge has distinguished itself as Canada's premier sparkling wine house.",https://benjaminbridge.com/pages/our-story,https://winesofnovascotia.ca/portfolio/benjamin-bridge/,2026-08-30,High,"Bière, vin et spiritueux",Vignoble,"Nova 7, vins mousseux de méthode traditionnelle et vins blancs Tidal Bay",Vins mousseux et vins aromatiques qui remplacent les importations de vins mousseux américains et de vins de style prosecco.,"La page consacrée à l’histoire de Benjamin Bridge indique que l’entreprise produit des vins de la plus haute qualité à partir de raisins cultivés le long de la baie de Fundy, dans la vallée de Gaspereau, en Nouvelle-Écosse, et se présente comme la maison de vins mousseux par excellence du Canada.","Vallée de Gaspereau, Nouvelle-Écosse (près de Wolfville, dans la région de la vallée de l’Annapolis)","Fondée par les Néo-Écossais Gerry McConnell et feu Dara Gordon, l’entreprise compte Murphy Hospitality Group comme partenaire à parts égales depuis 2025.",,Remplace les vins d’origine américaine assujettis au contre-tarif de 25 % du Canada sur les vins américains (position 22.04).
638,"Beer, wine and spirits",Winery,Domaine de Grand Pré,"Nova Scotia estate wines including Tidal Bay, L'Acadie Blanc and Marechal Foch",Atlantic Canadian table wines replacing U.S. wine on the dinner table.,"Domaine de Grand Pré states it is family owned and operated and was 'built on love and passion for Nova Scotia and exceptional wine and food', operating Atlantic Canada's oldest farm winery in the Annapolis Valley.","Grand Pré, Nova Scotia (11611 Highway 1, Annapolis Valley)",Family owned and operated by the Stutz family,,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"Family owned and operated, Domaine de Grand Pré winery was built on love and passion for Nova Scotia and exceptional wine and food.",https://grandprewines.com/pages/our-story,https://winesofnovascotia.ca/portfolio/domaine-de-grand-pre/,2026-08-30,High,"Bière, vin et spiritueux",Établissement vinicole,"Vins de domaine de Nova Scotia, notamment Tidal Bay, L'Acadie Blanc et Marechal Foch",Vins de table canadiens de l’Atlantique qui remplacent les vins américains à table.,"Domaine de Grand Pré affirme être une entreprise familiale exploitée par la famille Stutz, fondée sur l’amour et la passion pour Nova Scotia ainsi que pour les vins et les aliments d’exception. Il exploite la plus ancienne ferme vinicole du Canada atlantique, dans l’Annapolis Valley.","Grand Pré, Nova Scotia (11611, Highway 1, Annapolis Valley)",Entreprise familiale détenue et exploitée par la famille Stutz,,Remplace les vins d’origine américaine assujettis au contre-tarif canadien de 25 % sur les vins américains (position 22.04).
639,"Beer, wine and spirits",Winery,Vignoble de l'Orpailleur,"Quebec white, red, rosé, ice wine and fortified wines",Quebec-grown table and dessert wines replacing U.S. wines.,"L'Orpailleur's history page states its mission is to offer 'authentically Quebec' wines of superior quality, grown at the Dunham property purchased in the early 1980s that became the Vignoble de l'Orpailleur.","Dunham, Quebec (1086 rue Bruce, Brome-Missisquoi, Eastern Townships)","Co-owned by its founding vignerons, including Charles-Henri de Coussergues, and now second-generation family members",,Replaces U.S.-origin wine subject to Canada's 25% counter-tariff on U.S. wine (heading 22.04).,22.04,"Notre mission est d'offrir des vins authentiquement québécois, de qualité supérieure, qui répondent aux plus hauts standards en vitiviniculture.",https://orpailleur.ca/pages/histoire,https://terroiretsaveurs.com/repertoire/vignoble-de-lorpailleur/,2026-08-30,High,"Bière, vin et spiritueux",Vignoble,"Vins blancs, rouges, rosés, de glace et fortifiés du Québec",Remplacer les vins de table et les vins de dessert américains par des vins issus de raisins cultivés au Québec.,"La page consacrée à l’histoire de L'Orpailleur indique que sa mission est d’offrir des vins « authentiquement québécois » de qualité supérieure, produits à partir de raisins cultivés sur la propriété de Dunham achetée au début des années 1980, qui est devenue le Vignoble de l'Orpailleur.","Dunham, Québec (1086, rue Bruce, Brome-Missisquoi, Cantons-de-l’Est)","Copropriété de ses vignerons fondateurs, dont Charles-Henri de Coussergues, et maintenant de membres de la famille de la deuxième génération",,Remplace les vins d’origine américaine assujettis au contre-tarif de 25 % imposé par le Canada sur les vins américains (position 22.04).
640,"Beer, wine and spirits",Whisky distillery,J.P. Wiser's (Hiram Walker & Sons Distillery),"J.P. Wiser's Deluxe, Special Blend and aged Canadian whiskies",Everyday Canadian rye whisky replacing American bourbon and Tennessee whiskey.,"J.P. Wiser's official site states the Hiram Walker & Sons Distillery in Windsor, Ontario is 'the home of Canadian whisky' and that this historic facility produces some of the best whiskies in Canada, with the brand marked 'Wisely crafted in Windsor, Ontario'.","Windsor, Ontario (Hiram Walker & Sons Distillery, 2072 Riverside Drive East)","Distilled in Canada; brand marketed by Corby Spirit and Wine, majority-owned by France's Pernod Ricard","Foreign parent ownership (Pernod Ricard/Corby); whisky is distilled, aged and bottled in Windsor, Ontario.","Replaces U.S.-origin spirits (whisky, vodka, gin, liqueurs) subject to Canada's 25% counter-tariff on U.S. spirits (heading 22.08).",22.08,"The Hiram Walker & Sons Distillery in Windsor, Ontario is the home of Canadian whisky and one of North America's largest distilleries.",https://www.jpwisers.com/en-us/about-us/our-story/,https://en.wikipedia.org/wiki/J.P._Wiser's_Whisky,2026-08-30,High,"Bière, vin et spiritueux",Distillerie de whisky,"J.P. Wiser's Deluxe, Special Blend et whiskys canadiens vieillis",Whisky de seigle canadien de consommation courante qui remplace le bourbon américain et le whiskey du Tennessee.,"Le site officiel de J.P. Wiser's indique que la distillerie Hiram Walker & Sons, située à Windsor, en Ontario, est « le berceau du whisky canadien » et que cette installation historique produit certains des meilleurs whiskys au Canada. La marque porte la mention « Élaboré avec sagesse à Windsor, en Ontario ».","Windsor, en Ontario (distillerie Hiram Walker & Sons, 2072 Riverside Drive East)","Distillé au Canada; marque commercialisée par Corby Spirit and Wine, détenue majoritairement par la société française Pernod Ricard","La société mère est étrangère (Pernod Ricard/Corby); le whisky est distillé, vieilli et embouteillé à Windsor, en Ontario.","Remplace les spiritueux d’origine américaine (whisky, vodka, gin et liqueurs) assujettis au contre-tarif de 25 % imposé par le Canada sur les spiritueux américains (position 22.08)."
